ID Ocorrência;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla;Número Envolvido/Ocorrência;Condução à Delegacia;Tipo Envolvimento;Raça/Etnia;Idade Aparente;Sexo - Código;LGBTQIA+?;Identidade de Gênero;Orientação Sexual;Escolaridade;Relação Vítima/Autor;Bairro (Envolvido);Município (Envolvido);UF - Sigla (Envolvido);Natureza Delito (Envolvido);Tentado/Consumado Delito (Envolvido)
A2025ID10156;15/12/2025 23:54;De 23:00 as 23:59;12;2025;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;;310790;BOM REPOUSO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;20;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTRO PARENTESCO;TATUAPE;SAO PAULO;SP;INJURIA RACIAL;Consumado
A2025ID10157;14/12/2025 21:00;De 21:00 as 21:59;12;2025;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;IPIRANGA;310620;BELO HORIZONTE;MG;2;;SUSPEITO;IGNORADA;37;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;IPIRANGA;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID10157;14/12/2025 21:00;De 21:00 as 21:59;12;2025;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;IPIRANGA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;42;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;AMIGO / CONHECIDO;IPIRANGA;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID10159;14/12/2025 18:00;De 18:00 as 18:59;12;2025;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;MORADA DO PARQUE;314330;MONTES CLAROS;MG;2;;SUSPEITO;IGNORADA;30;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;jardim das oliveiras;FORTALEZA;CE;AMEACA;Consumado
A2025ID10159;14/12/2025 18:00;De 18:00 as 18:59;12;2025;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;MORADA DO PARQUE;314330;MONTES CLAROS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;28;F;Sim;TRAVESTI;HETEROSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;MORADA DO PARQUE;MONTES CLAROS;MG;AMEACA;Consumado
A2025ID10162;13/12/2025 18:30;De 18:00 as 18:59;12;2025;Sabado;FECHADO;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;51;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);VIZINHO;;BELO HORIZONTE;MG;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;Consumado
A2025ID10162;13/12/2025 18:30;De 18:00 as 18:59;12;2025;Sabado;FECHADO;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;310620;BELO HORIZONTE;MG;2;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;PRETO;49;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;CEU AZUL;BELO HORIZONTE;MG;OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS;Consumado
A2025ID10164;13/12/2025 12:20;De 12:00 as 12:59;12;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310440;ARGIRITA;MG;2;SEM PRISAO;AUTOR;BRANCA;71;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CENTRO;ARGIRITA;MG;INJURIA RACIAL;Consumado
A2025ID10164;13/12/2025 12:20;De 12:00 as 12:59;12;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310440;ARGIRITA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;34;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;AMIGO / CONHECIDO;CENTRO;ARGIRITA;MG;INJURIA RACIAL;Consumado
A2025ID10167;12/12/2025 21:49;De 21:00 as 21:59;12;2025;Sexta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;LUA NOVA DA PAMPULHA;311860;CONTAGEM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;23;M;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;JARDIM ALVORADA;RIBEIRAO DAS NEVES;MG;INJURIA RACIAL;Consumado
A2025ID10168;11/12/2025 17:57;De 17:00 as 17:59;12;2025;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PARTICULAR;ALPHAVILLE;314480;NOVA LIMA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;54;F;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;SAO JOAO BATISTA;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10169;11/12/2025 17:01;De 17:00 as 17:59;12;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;RADIODIFUSAO (TELEVISAO, RADIO, SIMILARES);URBANO;VIA DE ACESSO PUBLICA;SAO BENEDITO;310190;ALPINOPOLIS;MG;2;SEM PRISAO;AUTOR;PRETO;51;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;POÇO DAS ANDORINHAS;ALPINOPOLIS;MG;INJURIA;Consumado
A2025ID10169;11/12/2025 17:01;De 17:00 as 17:59;12;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;RADIODIFUSAO (TELEVISAO, RADIO, SIMILARES);URBANO;VIA DE ACESSO PUBLICA;SAO BENEDITO;310190;ALPINOPOLIS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;27;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;IGNORADA;SAO BENEDITO;ALPINOPOLIS;MG;INJURIA;Consumado
A2025ID10171;11/12/2025 15:57;De 15:00 as 15:59;12;2025;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOTEL/APART-HOTEL/POUSADA/PENSAO;JARDIM BANDEIRANTES;315180;POCOS DE CALDAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;34;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;JARDIM IPE;POCOS DE CALDAS;MG;INJURIA RACIAL;Consumado
A2025ID10172;10/12/2025 21:15;De 21:00 as 21:59;12;2025;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAGRADA FAMILIA;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;BRANCA;39;F;Não;NAO INFORMADA;NAO INFORMADA;OUTROS - ESCOLARIDADE;;SAGRADA FAMILIA;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID10172;10/12/2025 21:15;De 21:00 as 21:59;12;2025;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAGRADA FAMILIA;310620;BELO HORIZONTE;MG;1;SEM PRISAO;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;43;F;Não;NAO INFORMADA;HETEROSSEXUAL;POS-GRADUACAO;RELACIONAMENTO EXTRA-CONJUGAL;SAGRADA FAMILIA;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID10174;10/12/2025 20:46;De 20:00 as 20:59;12;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;CENTRO;315180;POCOS DE CALDAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;37;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;PARQUE PRIMAVERA;POCOS DE CALDAS;MG;INJURIA;Consumado
A2025ID10174;10/12/2025 20:46;De 20:00 as 20:59;12;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;CENTRO;315180;POCOS DE CALDAS;MG;2;TCO/FLAGRANTE DE INFRACAO DE MENOR POTENCIAL OFENSIVO;AUTOR;PARDA;50;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;SANTA ANGELA;POCOS DE CALDAS;MG;INJURIA;Consumado
A2025ID10176;10/12/2025 13:12;De 13:00 as 13:59;12;2025;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;LOS ANGELES;312410;ESMERALDAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;25;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;LOS ANGELES;ESMERALDAS;MG;AMEACA;Consumado
A2025ID10177;09/12/2025 22:18;De 22:00 as 22:59;12;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONDOMINIO FECHADO;SION;310620;BELO HORIZONTE;MG;5;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;IGNORADA;51;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;SION;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10177;09/12/2025 22:18;De 22:00 as 22:59;12;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONDOMINIO FECHADO;SION;310620;BELO HORIZONTE;MG;3;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;38;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;VIZINHO;SION;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10179;09/12/2025 21:23;De 21:00 as 21:59;12;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);GAMELEIRA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;36;M;Não;NAO INFORMADA;NAO INFORMADA;OUTROS - ESCOLARIDADE;IGNORADA;GAMELEIRA;BELO HORIZONTE;MG;LESAO CORPORAL;Consumado
A2025ID10180;09/12/2025 18:25;De 18:00 as 18:59;12;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;EDGAR PEREIRA;314330;MONTES CLAROS;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;15;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;EDGAR PEREIRA;MONTES CLAROS;MG;INJURIA;Consumado
A2025ID10181;09/12/2025 06:05;De 06:00 as 06:59;12;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;312230;DIVINOPOLIS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;48;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;AMIGO / CONHECIDO;;;;INJURIA;Consumado
A2025ID10182;07/12/2025 16:13;De 16:00 as 16:59;12;2025;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;ANDORINHA;314830;PAULA CANDIDO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;16;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);AMIGO / CONHECIDO;ANDORINHA;PAULA CANDIDO;MG;AMEACA;Consumado
A2025ID10183;07/12/2025 02:32;De 02:00 as 02:59;12;2025;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;FLORESTA;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;49;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;FLORESTA;BELO HORIZONTE;MG;LESAO CORPORAL;Consumado
A2025ID10183;07/12/2025 02:32;De 02:00 as 02:59;12;2025;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;FLORESTA;310620;BELO HORIZONTE;MG;1;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;PARDA;35;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;SANTA TEREZA;BELO HORIZONTE;MG;LESAO CORPORAL;Consumado
A2025ID10185;07/12/2025 02:00;De 02:00 as 02:59;12;2025;Domingo;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;NOVO SANTO ANTONIO;312610;FORMIGA;MG;3;SEM PRISAO;AUTOR;IGNORADA;17;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;NOSSA SENHORA APARECIDA;FORMIGA;MG;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;Consumado
A2025ID10185;07/12/2025 02:00;De 02:00 as 02:59;12;2025;Domingo;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;NOVO SANTO ANTONIO;312610;FORMIGA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;16;F;Sim;HOMEM TRANSEXUAL;HOMOSSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;NOVO SANTO ANTONIO;FORMIGA;MG;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;Consumado
A2025ID10187;06/12/2025 20:20;De 20:00 as 20:59;12;2025;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONFEITARIA / PADARIA / PANIFICADORA;ESTADOS UNIDOS;317010;UBERABA;MG;2;SEM PRISAO;AUTOR;PRETO;53;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;OVIDIO DE VITO;UBERABA;MG;DIFAMACAO;Consumado
A2025ID10187;06/12/2025 20:20;De 20:00 as 20:59;12;2025;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONFEITARIA / PADARIA / PANIFICADORA;ESTADOS UNIDOS;317010;UBERABA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;29;M;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;RESIDENCIAL MARIA DA GLORIA;UBERABA;MG;DIFAMACAO;Consumado
A2025ID10189;06/12/2025 05:32;De 05:00 as 05:59;12;2025;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;316500;SAO TIAGO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;18;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);AMIGO / CONHECIDO;CENTRO;SAO TIAGO;MG;INJURIA;Consumado
A2025ID10190;05/12/2025 21:10;De 21:00 as 21:59;12;2025;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;VISTA ALEGRE;314990;PERDOES;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;18;I;Sim;TRAVESTI;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;VILA NOVA;PERDOES;MG;AMEACA;Consumado
A2025ID10191;05/12/2025 19:30;De 19:00 as 19:59;12;2025;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ESPERANCA;313130;IPATINGA;MG;2;SEM PRISAO;AUTOR;PARDA;18;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);;NOVA ESPERANCA;IPATINGA;MG;AMEACA;Consumado
A2025ID10191;05/12/2025 19:30;De 19:00 as 19:59;12;2025;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ESPERANCA;313130;IPATINGA;MG;1;SEM PRISAO;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;28;F;Sim;NAO INFORMADA;HOMOSSEXUAL;POS-GRADUACAO;AMIGO / CONHECIDO;NOVA ESPERANCA;IPATINGA;MG;AMEACA;Consumado
A2025ID10193;05/12/2025 14:00;De 14:00 as 14:59;12;2025;Sexta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;TANCREDO NEVES;311710;CONCEICAO DA APARECIDA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;40;M;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;ESCOLARIDADE - IGNORADA;EX-CONJUGE / EX-COMPANHEIRO;TANCREDO NEVES;CONCEICAO DA APARECIDA;MG;OUTRAS ACOES DEFESA SOCIAL;Consumado
A2025ID10194;04/12/2025 16:19;De 16:00 as 16:59;12;2025;Quinta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;312290;DONA EUSEBIA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;26;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ALFABETIZADO;VIZINHO;;DONA EUSEBIA;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2025ID10194;04/12/2025 16:19;De 16:00 as 16:59;12;2025;Quinta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;312290;DONA EUSEBIA;MG;2;SEM PRISAO;AUTOR;PRETO;31;F;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;BELA VISTA;DONA EUSEBIA;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2025ID10196;04/12/2025 13:32;De 13:00 as 13:59;12;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PRETORIO;312360;ELOI MENDES;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;41;F;Sim;MULHER CISGÊNERO;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;NOVA VARGINHA;VARGINHA;MG;INJURIA;Consumado
A2025ID10197;03/12/2025 21:30;De 21:00 as 21:59;12;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SÃO LOURENÇO;310925;BUGRE;MG;1;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;BRANCA;30;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;SÃO LOURENÇO;BUGRE;MG;INJURIA RACIAL;Consumado
A2025ID10197;03/12/2025 21:30;De 21:00 as 21:59;12;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SÃO LOURENÇO;310925;BUGRE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;38;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;SÃO LOURENÇO;BUGRE;MG;INJURIA RACIAL;Consumado
A2025ID10197;03/12/2025 21:30;De 21:00 as 21:59;12;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SÃO LOURENÇO;310925;BUGRE;MG;3;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;24;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);CONJUGE / COMPANHEIRO;SÃO LOURENÇO;BUGRE;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10201;02/12/2025 16:00;De 16:00 as 16:59;12;2025;Terça-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VALE DAS PRIMAVERAS 2;313490;JACUTINGA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;30;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;VALE DAS PRIMAVERAS;JACUTINGA;MG;INJURIA RACIAL;Consumado
A2025ID10202;01/12/2025 11:30;De 11:00 as 11:59;12;2025;Segunda-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;REPUBLICA;313620;JOAO MONLEVADE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;LOANDA;JOAO MONLEVADE;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10203;29/11/2025 21:50;De 21:00 as 21:59;11;2025;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;VIA DE ACESSO PUBLICA;JARDIM INDUSTRIAL;311860;CONTAGEM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;32;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;PRIMAVERA;IBIRITE;MG;LESAO CORPORAL;Consumado
A2025ID10204;29/11/2025 16:30;De 16:00 as 16:59;11;2025;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;SITIO;PLANALTO;313370;ITATIAIUCU;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;23;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTRO PARENTESCO;PLANALTO;ITATIAIUCU;MG;VIAS DE FATO / AGRESSAO;Consumado
